lines,chars,tokens,comments,functions,max_nesting,comment_ratio,cwe,cve_id,instance_idx,code_type
15,415,51,0,2,2,0.0,CWE-200,CVE-2018-3665,15,before_change
14,271,26,0,2,2,0.0,CWE-200,CVE-2018-3665,16,before_change
10,415,43,0,2,1,0.0,CWE-200,CVE-2022-33742,0,before_change
93,2594,274,10,2,3,0.10752688172043011,CWE-200,CVE-2022-33742,1,before_change
93,2724,290,16,2,4,0.17204301075268819,CWE-200,CVE-2022-33742,2,before_change
40,938,87,0,2,4,0.0,CWE-200,CVE-2022-33742,3,before_change
158,4868,500,31,2,3,0.1962025316455696,CWE-200,CVE-2022-33742,4,before_change
21,482,39,0,2,3,0.0,CWE-200,CVE-2022-33742,5,before_change
51,1456,143,11,2,2,0.21568627450980393,CWE-200,CVE-2022-33742,6,before_change
24,718,68,2,0,2,0.08333333333333333,CWE-200,CVE-2022-33742,7,before_change
56,1416,173,0,2,4,0.0,CWE-200,CVE-2015-8553,0,before_change
30,726,104,0,2,3,0.0,CWE-200,CVE-2018-20509,0,before_change
132,4067,414,9,2,5,0.06818181818181818,CWE-200,CVE-2018-20509,1,before_change
22,409,52,0,2,3,0.0,CWE-200,CVE-2018-20509,2,before_change
392,12400,1191,1,4,7,0.002551020408163265,CWE-200,CVE-2018-20509,3,before_change
52,1444,180,0,2,3,0.0,CWE-200,CVE-2018-20509,4,before_change
68,1849,174,4,2,2,0.058823529411764705,CWE-200,CVE-2018-20509,5,before_change
52,1675,185,0,2,2,0.0,CWE-200,CVE-2018-20509,6,before_change
49,1486,165,0,2,2,0.0,CWE-200,CVE-2018-20509,7,before_change
47,1033,132,2,2,2,0.0425531914893617,CWE-200,CVE-2013-7281,0,before_change
44,889,110,2,2,2,0.045454545454545456,CWE-200,CVE-2013-7281,1,before_change
54,1129,144,2,2,2,0.037037037037037035,CWE-200,CVE-2013-7281,2,before_change
45,909,108,1,2,2,0.022222222222222223,CWE-200,CVE-2013-7281,3,before_change
17,444,60,1,2,1,0.058823529411764705,CWE-200,CVE-2012-6545,0,before_change
73,2061,247,19,2,3,0.2602739726027397,CWE-200,CVE-2017-7495,0,before_change
222,6310,703,56,2,4,0.25225225225225223,CWE-200,CVE-2017-7495,1,before_change
255,7465,812,7,2,4,0.027450980392156862,CWE-200,CVE-2017-14991,0,before_change
33,801,96,0,2,3,0.0,CWE-200,CVE-2017-14991,1,before_change
164,3682,425,18,2,5,0.10975609756097561,CWE-200,CVE-2013-3231,0,before_change
59,1450,156,4,2,2,0.06779661016949153,CWE-200,CVE-2014-8709,0,before_change
117,2972,342,8,2,3,0.06837606837606838,CWE-200,CVE-2013-3235,0,before_change
14,458,55,0,2,2,0.0,CWE-200,CVE-2013-3235,1,before_change
147,3439,432,15,2,3,0.10204081632653061,CWE-200,CVE-2016-0723,0,before_change
94,3248,451,36,2,3,0.3829787234042553,CWE-200,CVE-2017-17864,0,before_change
35,680,85,0,2,2,0.0,CWE-200,CVE-2013-3227,0,before_change
99,2250,340,17,2,4,0.1717171717171717,CWE-200,CVE-2016-4913,0,before_change
49,1256,131,4,2,4,0.08163265306122448,CWE-200,CVE-2015-4176,0,before_change
26,509,52,2,2,2,0.07692307692307693,CWE-200,CVE-2012-6536,0,before_change
19,334,41,0,2,1,0.0,CWE-200,CVE-2012-6536,1,before_change
155,4165,459,17,2,2,0.10967741935483871,CWE-200,CVE-2022-33741,0,before_change
65,1625,185,7,2,3,0.1076923076923077,CWE-200,CVE-2022-33741,1,before_change
45,1052,123,1,2,2,0.022222222222222223,CWE-200,CVE-2013-3222,0,before_change
15,378,41,0,2,2,0.0,CWE-200,CVE-2016-4486,0,before_change
115,3046,342,11,2,5,0.09565217391304348,CWE-200,CVE-2013-3229,0,before_change
30,870,102,2,2,2,0.06666666666666667,CWE-200,CVE-2016-9756,0,before_change
34,1015,114,1,2,2,0.029411764705882353,CWE-200,CVE-2016-9756,1,before_change
36,1073,133,18,2,2,0.5,CWE-200,CVE-2018-16862,0,before_change
28,564,69,0,2,1,0.0,CWE-200,CVE-2017-2584,0,before_change
18,496,54,1,0,2,0.05555555555555555,CWE-200,CVE-2017-2584,1,before_change
26,574,72,0,2,1,0.0,CWE-200,CVE-2017-2584,2,before_change
97,2586,292,22,2,3,0.2268041237113402,CWE-200,CVE-2017-15537,0,before_change
48,1093,129,12,2,2,0.25,CWE-200,CVE-2017-15537,1,before_change
21,473,58,0,2,2,0.0,CWE-200,CVE-2013-3226,0,before_change
203,4358,522,14,2,3,0.06896551724137931,CWE-200,CVE-2012-6547,0,before_change
4,39,5,0,2,1,0.0,CWE-200,CVE-2018-20449,0,before_change
122,3030,410,14,0,5,0.11475409836065574,CWE-200,CVE-2018-20449,1,before_change
25,901,121,13,2,1,0.52,CWE-200,CVE-2018-20449,2,before_change
175,4210,492,11,2,2,0.06285714285714286,CWE-200,CVE-2018-7755,0,before_change
7,257,40,0,2,1,0.0,CWE-200,CVE-2016-0823,0,before_change
18,408,52,0,2,1,0.0,CWE-200,CVE-2015-8569,0,before_change
14,361,30,0,2,2,0.0,CWE-200,CVE-2019-18660,0,before_change
36,966,93,0,6,2,0.0,CWE-200,CVE-2019-18660,1,before_change
57,1452,171,6,2,2,0.10526315789473684,CWE-200,CVE-2013-2164,0,before_change
16,495,59,1,2,1,0.0625,CWE-200,CVE-2012-6546,0,before_change
38,915,126,1,2,3,0.02631578947368421,CWE-200,CVE-2017-5550,0,before_change
11,281,36,0,2,1,0.0,CWE-200,CVE-2017-5550,1,before_change
31,719,90,0,2,2,0.0,CWE-200,CVE-2013-3076,0,before_change
82,1696,193,0,2,4,0.0,CWE-200,CVE-2013-3076,1,before_change
24,692,75,13,2,2,0.5416666666666666,CWE-200,CVE-2018-12126,0,before_change
22,451,53,1,0,2,0.045454545454545456,CWE-200,CVE-2015-8950,0,before_change
31,822,88,1,0,2,0.03225806451612903,CWE-200,CVE-2015-8950,1,before_change
32,858,111,0,2,2,0.0,CWE-200,CVE-2014-1739,0,before_change
14,439,45,0,2,1,0.0,CWE-200,CVE-2018-16658,0,before_change
38,918,82,0,2,3,0.0,CWE-200,CVE-2018-20511,0,before_change
41,979,133,9,4,2,0.21951219512195122,CWE-200,CVE-2012-6549,0,before_change
32,797,91,4,4,2,0.125,CWE-200,CVE-2012-6548,0,before_change
41,928,123,1,2,3,0.024390243902439025,CWE-200,CVE-2012-6542,0,before_change
25,593,71,0,2,3,0.0,CWE-200,CVE-2014-3917,0,before_change
28,683,68,0,2,4,0.0,CWE-200,CVE-2014-3917,1,before_change
138,3386,372,15,2,2,0.10869565217391304,CWE-200,CVE-2016-2117,0,before_change
111,3126,281,1,2,3,0.009009009009009009,CWE-200,CVE-2017-9605,0,before_change
23,575,69,0,2,2,0.0,CWE-200,CVE-2016-5244,0,before_change
26,678,79,5,2,1,0.19230769230769232,CWE-200,CVE-2013-4299,0,before_change
25,508,62,4,0,2,0.16,CWE-200,CVE-2013-4299,1,before_change
108,2479,296,12,2,3,0.1111111111111111,CWE-200,CVE-2012-4530,0,before_change
70,1939,257,18,2,2,0.2571428571428571,CWE-200,CVE-2012-4530,1,before_change
83,2095,261,21,2,2,0.25301204819277107,CWE-200,CVE-2012-4530,2,before_change
82,2061,226,6,4,5,0.07317073170731707,CWE-200,CVE-2012-4530,3,before_change
39,1062,143,4,2,2,0.10256410256410256,CWE-200,CVE-2018-20510,0,before_change
460,13882,1269,5,4,7,0.010869565217391304,CWE-200,CVE-2018-20510,1,before_change
65,1955,229,3,2,3,0.046153846153846156,CWE-200,CVE-2016-4580,0,before_change
24,665,79,5,2,2,0.20833333333333334,CWE-200,CVE-2018-18710,0,before_change
68,1808,225,3,2,3,0.04411764705882353,CWE-200,CVE-2012-6539,0,before_change
56,1235,150,2,2,2,0.03571428571428571,CWE-200,CVE-2013-3230,0,before_change
275,6865,751,32,18,5,0.11636363636363636,CWE-200,CVE-2017-9150,0,before_change
24,606,71,0,2,2,0.0,CWE-200,CVE-2013-3225,0,before_change
35,923,110,0,2,2,0.0,CWE-200,CVE-2018-5750,0,before_change
23,593,79,1,2,2,0.043478260869565216,CWE-200,CVE-2012-6544,0,before_change
38,779,98,0,2,2,0.0,CWE-200,CVE-2013-3224,0,before_change
19,506,65,0,2,1,0.0,CWE-200,CVE-2018-15594,0,before_change
17,436,52,0,2,1,0.0,CWE-200,CVE-2012-6538,0,before_change
68,1561,177,9,0,2,0.1323529411764706,CWE-200,CVE-2017-14140,0,before_change
37,1122,110,1,2,2,0.02702702702702703,CWE-200,CVE-2017-10911,0,before_change
40,726,97,5,2,3,0.125,CWE-200,CVE-2014-9903,0,before_change
92,2300,293,0,2,4,0.0,CWE-200,CVE-2018-6412,0,before_change
75,1980,206,1,2,4,0.013333333333333334,CWE-200,CVE-2014-4027,0,before_change
36,879,102,0,2,4,0.0,CWE-200,CVE-2014-4027,1,before_change
25,644,89,1,2,1,0.04,CWE-200,CVE-2013-0160,0,before_change
32,566,71,0,2,2,0.0,CWE-200,CVE-2015-8575,0,before_change
21,660,75,0,2,2,0.0,CWE-200,CVE-2017-18549,0,before_change
11,257,31,0,2,2,0.0,CWE-200,CVE-2016-4482,0,before_change
24,550,64,0,2,3,0.0,CWE-200,CVE-2015-7884,0,before_change
27,615,68,0,2,2,0.0,CWE-200,CVE-2017-17449,0,before_change
21,686,67,5,2,2,0.23809523809523808,CWE-200,CVE-2020-2732,0,before_change
23,659,80,7,2,2,0.30434782608695654,CWE-200,CVE-2017-16911,0,before_change
94,2483,311,16,2,2,0.1702127659574468,CWE-200,CVE-2017-16911,1,before_change
13,423,49,0,2,1,0.0,CWE-200,CVE-2014-2038,0,before_change
6,164,18,0,2,1,0.0,CWE-200,CVE-2015-8964,0,before_change
45,1161,142,6,2,3,0.13333333333333333,CWE-200,CVE-2013-3228,0,before_change
24,762,85,0,2,1,0.0,CWE-200,CVE-2013-4516,0,before_change
97,2865,322,1,4,3,0.010309278350515464,CWE-200,CVE-2017-14156,0,before_change
314,8128,833,39,8,5,0.12420382165605096,CWE-200,CVE-2015-8374,0,before_change
161,3836,440,21,8,4,0.13043478260869565,CWE-200,CVE-2016-7917,0,before_change
13,384,44,0,2,2,0.0,CWE-200,CVE-2016-4485,0,before_change
44,1039,117,1,2,3,0.022727272727272728,CWE-200,CVE-2014-9895,0,before_change
181,3969,490,30,6,5,0.16574585635359115,CWE-200,CVE-2013-3237,0,before_change
101,2860,276,0,2,4,0.0,CWE-200,CVE-2016-4569,0,before_change
27,698,97,0,2,2,0.0,CWE-200,CVE-2012-6537,0,before_change
77,1895,212,3,2,4,0.03896103896103896,CWE-200,CVE-2017-0627,0,before_change
31,863,97,1,2,2,0.03225806451612903,CWE-200,CVE-2012-6543,0,before_change
30,751,88,0,2,2,0.0,CWE-200,CVE-2012-6541,0,before_change
161,3310,384,7,2,4,0.043478260869565216,CWE-200,CVE-2015-7885,0,before_change
47,1185,145,6,2,3,0.1276595744680851,CWE-20,CVE-2013-7266,0,before_change
88,2185,270,10,2,3,0.11363636363636363,CWE-20,CVE-2013-7266,1,before_change
64,1417,176,5,2,2,0.078125,CWE-20,CVE-2013-7266,2,before_change
83,1719,196,0,2,4,0.0,CWE-20,CVE-2013-7266,3,before_change
98,2405,303,3,2,2,0.030612244897959183,CWE-20,CVE-2013-7266,4,before_change
65,1771,211,0,2,3,0.0,CWE-20,CVE-2013-7266,5,before_change
117,2621,311,13,2,4,0.1111111111111111,CWE-20,CVE-2013-7266,6,before_change
153,4011,465,27,6,3,0.17647058823529413,CWE-20,CVE-2013-7266,7,before_change
33,621,84,0,2,1,0.0,CWE-20,CVE-2013-7266,8,before_change
29,608,83,0,2,2,0.0,CWE-20,CVE-2013-7266,9,before_change
32,628,78,0,2,3,0.0,CWE-20,CVE-2013-7266,10,before_change
37,708,88,0,2,2,0.0,CWE-20,CVE-2013-7266,11,before_change
33,743,93,0,2,2,0.0,CWE-20,CVE-2013-7266,12,before_change
25,630,74,0,2,2,0.0,CWE-20,CVE-2013-7266,13,before_change
90,2267,246,6,2,2,0.06666666666666667,CWE-20,CVE-2013-7266,14,before_change
323,7790,858,18,2,4,0.05572755417956656,CWE-20,CVE-2013-7266,15,before_change
49,1111,137,1,2,3,0.02040816326530612,CWE-20,CVE-2013-7266,16,before_change
42,919,111,0,2,2,0.0,CWE-20,CVE-2013-7266,17,before_change
166,3706,428,18,2,5,0.10843373493975904,CWE-20,CVE-2013-7266,18,before_change
159,3370,389,12,2,4,0.07547169811320754,CWE-20,CVE-2013-7266,19,before_change
183,3993,493,30,6,5,0.16393442622950818,CWE-20,CVE-2013-7266,20,before_change
96,2205,250,9,2,3,0.09375,CWE-20,CVE-2013-7266,21,before_change
10,235,34,0,2,2,0.0,CWE-20,CVE-2013-7266,22,before_change
91,2123,247,4,2,4,0.04395604395604396,CWE-20,CVE-2013-7266,23,before_change
47,1076,126,1,2,2,0.02127659574468085,CWE-20,CVE-2013-7266,24,before_change
65,1761,203,6,2,4,0.09230769230769231,CWE-20,CVE-2013-7266,25,before_change
46,927,110,0,2,2,0.0,CWE-20,CVE-2013-7266,26,before_change
105,2050,227,3,4,6,0.02857142857142857,CWE-20,CVE-2013-7266,27,before_change
120,3197,359,11,2,5,0.09166666666666666,CWE-20,CVE-2013-7266,28,before_change
102,2170,246,11,2,3,0.10784313725490197,CWE-20,CVE-2013-7266,29,before_change
55,1216,144,5,2,2,0.09090909090909091,CWE-20,CVE-2013-7266,30,before_change
119,3005,349,9,2,3,0.07563025210084033,CWE-20,CVE-2013-7266,31,before_change
72,1674,199,1,2,2,0.013888888888888888,CWE-20,CVE-2013-7266,32,before_change
25,635,59,0,2,3,0.0,CWE-20,CVE-2013-7266,33,before_change
41,930,114,0,0,2,0.0,CWE-20,CVE-2013-7266,34,before_change
22,513,62,0,2,2,0.0,CWE-20,CVE-2013-7266,35,before_change
111,2159,248,13,2,4,0.11711711711711711,CWE-20,CVE-2013-7266,36,before_change
25,1142,139,14,2,1,0.56,CWE-20,CVE-2017-15121,0,before_change
91,2181,221,2,2,4,0.02197802197802198,CWE-20,CVE-2017-15121,1,before_change
13,382,39,0,2,1,0.0,CWE-20,CVE-2021-20194,0,before_change
22,538,63,0,2,2,0.0,CWE-20,CVE-2021-20194,1,before_change
31,796,102,6,2,2,0.1935483870967742,CWE-20,CVE-2021-20194,2,before_change
527,14375,1536,97,0,4,0.1840607210626186,CWE-20,CVE-2021-20194,3,before_change
116,2986,315,24,2,5,0.20689655172413793,CWE-20,CVE-2021-20194,4,before_change
10,240,26,0,2,2,0.0,CWE-20,CVE-2021-20194,5,before_change
43,1214,126,5,2,3,0.11627906976744186,CWE-20,CVE-2021-20194,6,before_change
26,812,104,5,2,1,0.19230769230769232,CWE-20,CVE-2021-20194,7,before_change
33,979,111,5,4,3,0.15151515151515152,CWE-20,CVE-2021-20194,8,before_change
51,1066,115,1,4,3,0.0196078431372549,CWE-20,CVE-2021-20194,9,before_change
6,137,16,0,2,1,0.0,CWE-20,CVE-2021-20194,10,before_change
74,1683,192,13,2,1,0.17567567567567569,CWE-20,CVE-2021-20194,11,before_change
14,362,42,3,2,1,0.21428571428571427,CWE-20,CVE-2021-20194,12,before_change
51,1322,155,3,2,2,0.058823529411764705,CWE-20,CVE-2021-20194,13,before_change
16,346,34,0,2,1,0.0,CWE-20,CVE-2021-20194,14,before_change
11,191,21,0,2,2,0.0,CWE-20,CVE-2021-20194,15,before_change
12,297,31,0,2,1,0.0,CWE-20,CVE-2021-20194,16,before_change
36,680,79,0,2,2,0.0,CWE-20,CVE-2021-20194,17,before_change
17,379,52,0,2,1,0.0,CWE-20,CVE-2017-16538,0,before_change
38,995,122,3,0,2,0.07894736842105263,CWE-20,CVE-2018-5803,0,before_change
56,1274,151,13,0,5,0.23214285714285715,CWE-20,CVE-2013-0290,0,before_change
61,1854,211,6,2,2,0.09836065573770492,CWE-20,CVE-2012-4398,0,before_change
60,1662,217,2,2,3,0.03333333333333333,CWE-20,CVE-2012-4398,1,before_change
15,204,21,0,2,2,0.0,CWE-20,CVE-2012-4398,2,before_change
25,637,72,0,2,1,0.0,CWE-20,CVE-2012-4398,3,before_change
52,1494,158,0,2,2,0.0,CWE-20,CVE-2012-4398,4,before_change
22,634,63,0,2,2,0.0,CWE-20,CVE-2012-4398,5,before_change
16,374,47,0,0,1,0.0,CWE-20,CVE-2013-1848,0,before_change
71,1920,207,9,2,2,0.1267605633802817,CWE-20,CVE-2015-3288,0,before_change
61,1770,226,14,2,4,0.22950819672131148,CWE-20,CVE-2015-3288,1,before_change
161,4498,598,22,2,3,0.13664596273291926,CWE-20,CVE-2018-14641,0,before_change
131,3701,464,16,2,4,0.12213740458015267,CWE-20,CVE-2018-14641,1,before_change
76,2112,230,8,2,3,0.10526315789473684,CWE-20,CVE-2018-20669,0,before_change
34,905,107,0,0,2,0.0,CWE-20,CVE-2018-20669,1,before_change
27,759,69,1,2,2,0.037037037037037035,CWE-20,CVE-2018-20669,2,before_change
79,1936,232,11,2,4,0.13924050632911392,CWE-20,CVE-2018-20669,3,before_change
20,409,46,0,2,2,0.0,CWE-20,CVE-2018-20669,4,before_change
29,770,72,2,2,2,0.06896551724137931,CWE-20,CVE-2018-20669,5,before_change
25,680,74,1,2,1,0.04,CWE-20,CVE-2013-6368,0,before_change
17,474,49,0,2,1,0.0,CWE-20,CVE-2013-6368,1,before_change
22,417,53,0,2,4,0.0,CWE-20,CVE-2008-7316,0,before_change
86,2339,284,21,2,3,0.2441860465116279,CWE-20,CVE-2008-7316,1,before_change
44,889,110,2,2,2,0.045454545454545456,CWE-20,CVE-2013-7263,0,before_change
47,1033,132,2,2,2,0.0425531914893617,CWE-20,CVE-2013-7263,1,before_change
45,909,108,1,2,2,0.022222222222222223,CWE-20,CVE-2013-7263,2,before_change
145,3378,364,8,2,3,0.05517241379310345,CWE-20,CVE-2013-7263,3,before_change
79,1792,211,4,4,2,0.05063291139240506,CWE-20,CVE-2013-7263,4,before_change
712,22702,2004,42,2,5,0.05898876404494382,CWE-20,CVE-2020-0041,0,before_change
38,882,101,2,2,3,0.05263157894736842,CWE-20,CVE-2015-7872,0,before_change
230,5934,646,29,2,4,0.12608695652173912,CWE-20,CVE-2012-2669,0,before_change
22,663,85,5,0,2,0.22727272727272727,CWE-20,CVE-2018-12207,0,before_change
13,344,32,0,2,2,0.0,CWE-20,CVE-2018-12207,1,before_change
80,1664,174,3,0,6,0.0375,CWE-20,CVE-2012-2136,0,before_change
29,846,85,0,2,1,0.0,CWE-20,CVE-2014-0038,0,before_change
75,1779,202,14,2,3,0.18666666666666668,CWE-20,CVE-2017-18200,0,before_change
219,5448,637,30,2,4,0.136986301369863,CWE-20,CVE-2021-3655,0,before_change
41,993,107,2,2,3,0.04878048780487805,CWE-20,CVE-2021-3655,1,before_change
47,1360,179,17,0,2,0.3617021276595745,CWE-20,CVE-2021-3655,2,before_change
170,5690,693,53,2,3,0.31176470588235294,CWE-20,CVE-2021-3655,3,before_change
10,300,36,0,2,1,0.0,CWE-20,CVE-2021-3655,4,before_change
50,1532,141,4,2,3,0.08,CWE-20,CVE-2021-3655,5,before_change
140,4376,522,43,2,3,0.30714285714285716,CWE-20,CVE-2021-3655,6,before_change
67,1803,244,18,0,2,0.26865671641791045,CWE-20,CVE-2018-11232,0,before_change
91,2799,312,8,2,3,0.08791208791208792,CWE-20,CVE-2014-2523,0,before_change
41,1151,132,0,2,3,0.0,CWE-20,CVE-2014-2523,1,before_change
110,2342,299,18,4,3,0.16363636363636364,CWE-20,CVE-2014-4611,0,before_change
121,2774,319,16,2,3,0.1322314049586777,CWE-20,CVE-2019-9453,0,before_change
58,1321,144,7,2,3,0.1206896551724138,CWE-20,CVE-2019-9453,1,before_change
138,3845,420,9,2,4,0.06521739130434782,CWE-20,CVE-2013-2897,0,before_change
32,830,97,1,2,4,0.03125,CWE-20,CVE-2013-2897,1,before_change
259,8067,735,30,2,4,0.11583011583011583,CWE-20,CVE-2013-2146,0,before_change
288,7281,817,32,18,5,0.1111111111111111,CWE-20,CVE-2017-17862,0,before_change
130,3368,374,18,2,3,0.13846153846153847,CWE-20,CVE-2017-17862,1,before_change
6,103,11,0,2,1,0.0,CWE-20,CVE-2020-12363,0,before_change
16,532,53,0,2,1,0.0,CWE-20,CVE-2020-12363,1,before_change
60,2192,247,16,2,2,0.26666666666666666,CWE-20,CVE-2020-12363,2,before_change
79,2395,228,3,2,1,0.0379746835443038,CWE-20,CVE-2020-12363,3,before_change
17,311,34,0,2,1,0.0,CWE-20,CVE-2020-12363,4,before_change
32,782,98,11,2,1,0.34375,CWE-20,CVE-2015-2672,0,before_change
25,534,70,0,2,1,0.0,CWE-20,CVE-2015-2672,1,before_change
24,507,66,4,2,1,0.16666666666666666,CWE-20,CVE-2015-2672,2,before_change
11,299,32,0,2,1,0.0,CWE-20,CVE-2016-2549,0,before_change
6,142,17,0,2,1,0.0,CWE-20,CVE-2016-2549,1,before_change
107,3005,390,28,2,4,0.2616822429906542,CWE-20,CVE-2016-5828,0,before_change
40,915,100,0,2,2,0.0,CWE-20,CVE-2019-9503,0,before_change
21,528,59,1,2,2,0.047619047619047616,CWE-20,CVE-2019-9503,1,before_change
14,363,43,0,2,1,0.0,CWE-20,CVE-2019-9503,2,before_change
192,4458,583,23,2,3,0.11979166666666667,CWE-20,CVE-2018-5391,0,before_change
56,1507,188,1,2,4,0.017857142857142856,CWE-20,CVE-2020-25643,0,before_change
69,1883,217,21,2,4,0.30434782608695654,CWE-20,CVE-2017-18221,0,before_change
45,1056,119,6,2,3,0.13333333333333333,CWE-20,CVE-2017-14489,0,before_change
24,763,108,7,2,1,0.2916666666666667,CWE-20,CVE-2018-18021,0,before_change
25,610,66,0,0,1,0.0,CWE-20,CVE-2013-2888,0,before_change
6,189,18,0,0,1,0.0,CWE-20,CVE-2013-4254,0,before_change
38,814,102,0,6,2,0.0,CWE-20,CVE-2018-10087,0,before_change
79,2157,244,17,2,4,0.21518987341772153,CWE-20,CVE-2017-1000252,0,before_change
12,373,31,0,2,1,0.0,CWE-20,CVE-2016-2548,0,before_change
19,653,53,1,2,3,0.05263157894736842,CWE-20,CVE-2016-2548,1,before_change
44,1206,105,0,2,4,0.0,CWE-20,CVE-2016-2548,2,before_change
61,1706,156,4,2,3,0.06557377049180328,CWE-20,CVE-2016-2548,3,before_change
20,697,89,2,2,2,0.1,CWE-20,CVE-2013-4270,0,before_change
36,970,113,0,2,2,0.0,CWE-20,CVE-2017-17805,0,before_change
36,970,113,0,2,2,0.0,CWE-20,CVE-2017-17805,1,before_change
22,564,71,0,2,1,0.0,CWE-20,CVE-2018-14656,0,before_change
9,253,37,0,2,1,0.0,CWE-20,CVE-2018-14656,1,before_change
96,3156,256,4,2,2,0.041666666666666664,CWE-20,CVE-2014-3645,0,before_change
238,5877,575,18,4,4,0.07563025210084033,CWE-20,CVE-2016-6197,0,before_change
32,817,102,7,2,2,0.21875,CWE-20,CVE-2016-6197,1,before_change
118,3353,422,36,2,4,0.3050847457627119,CWE-20,CVE-2016-6162,0,before_change
97,2481,295,16,2,4,0.16494845360824742,CWE-20,CVE-2016-6162,1,before_change
22,601,61,1,2,2,0.045454545454545456,CWE-20,CVE-2013-2898,0,before_change
314,8409,927,45,0,4,0.14331210191082802,CWE-20,CVE-2017-9242,0,before_change
161,4058,471,21,2,2,0.13043478260869565,CWE-20,CVE-2016-9919,0,before_change
287,7033,891,37,2,6,0.1289198606271777,CWE-20,CVE-2016-8650,0,before_change
33,855,105,2,2,2,0.06060606060606061,CWE-20,CVE-2015-8552,0,before_change
291,7062,894,38,2,6,0.13058419243986255,CWE-20,CVE-2014-9584,0,before_change
148,5242,655,37,6,3,0.25,CWE-20,CVE-2015-8844,0,before_change
7,237,19,0,2,1,0.0,CWE-20,CVE-2018-1000026,0,before_change
105,2588,316,18,0,4,0.17142857142857143,CWE-20,CVE-2013-1819,0,before_change
66,2209,297,19,2,1,0.2878787878787879,CWE-20,CVE-2015-7509,0,before_change
202,5159,596,22,4,2,0.10891089108910891,CWE-20,CVE-2013-1943,0,before_change
58,1603,212,15,2,2,0.25862068965517243,CWE-20,CVE-2017-6345,0,before_change
10,239,29,0,2,1,0.0,CWE-20,CVE-2017-6345,1,before_change
18,398,46,0,2,1,0.0,CWE-20,CVE-2013-1763,0,before_change
58,1735,212,7,2,1,0.1206896551724138,CWE-20,CVE-2013-1828,0,before_change
82,1900,220,6,2,2,0.07317073170731707,CWE-20,CVE-2017-15868,0,before_change
31,846,100,0,0,2,0.0,CWE-20,CVE-2017-5123,0,before_change
40,1029,114,1,0,3,0.025,CWE-20,CVE-2017-5123,1,before_change
39,1181,135,0,2,2,0.0,CWE-20,CVE-2014-0155,0,before_change
135,3761,467,47,4,3,0.34814814814814815,CWE-20,CVE-2012-6647,0,before_change
15,357,40,0,2,2,0.0,CWE-20,CVE-2013-0216,0,before_change
17,570,60,0,2,1,0.0,CWE-20,CVE-2016-2143,0,before_change
6,200,22,0,2,1,0.0,CWE-20,CVE-2016-2143,1,before_change
145,3066,352,12,2,4,0.08275862068965517,CWE-20,CVE-2017-18509,0,before_change
89,2360,248,7,2,2,0.07865168539325842,CWE-20,CVE-2021-33098,0,before_change
75,2478,226,5,2,3,0.06666666666666667,CWE-20,CVE-2019-0147,0,before_change
27,596,71,0,2,3,0.0,CWE-20,CVE-2016-9191,0,before_change
91,2168,248,10,2,3,0.10989010989010989,CWE-20,CVE-2020-12351,0,before_change
55,1257,151,0,2,2,0.0,CWE-20,CVE-2013-4129,0,before_change
34,738,81,0,2,2,0.0,CWE-20,CVE-2013-4129,1,before_change
16,506,60,0,2,1,0.0,CWE-20,CVE-2018-14619,0,before_change
29,764,83,0,2,2,0.0,CWE-20,CVE-2013-2140,0,before_change
26,738,77,0,2,1,0.0,CWE-20,CVE-2019-11085,0,before_change
47,1028,106,0,2,4,0.0,CWE-264,CVE-2014-0181,0,before_change
58,1238,143,1,2,4,0.017241379310344827,CWE-264,CVE-2014-0181,1,before_change
29,841,82,0,2,2,0.0,CWE-264,CVE-2014-0181,2,before_change
199,4415,486,4,4,4,0.020100502512562814,CWE-264,CVE-2014-0181,3,before_change
130,2868,394,12,4,3,0.09230769230769231,CWE-264,CVE-2014-0181,4,before_change
43,984,111,1,2,4,0.023255813953488372,CWE-264,CVE-2014-0181,5,before_change
104,2306,267,2,2,4,0.019230769230769232,CWE-264,CVE-2014-0181,6,before_change
63,1401,180,0,2,4,0.0,CWE-264,CVE-2014-0181,7,before_change
33,756,82,0,2,2,0.0,CWE-264,CVE-2014-0181,8,before_change
24,566,74,0,2,1,0.0,CWE-264,CVE-2014-0181,9,before_change
40,840,87,6,2,2,0.15,CWE-264,CVE-2014-0181,10,before_change
57,1307,156,0,2,2,0.0,CWE-264,CVE-2014-0181,11,before_change
35,810,98,0,2,2,0.0,CWE-264,CVE-2014-0181,12,before_change
74,1506,166,4,2,4,0.05405405405405406,CWE-264,CVE-2014-0181,13,before_change
14,316,36,1,2,1,0.07142857142857142,CWE-264,CVE-2014-0181,14,before_change
43,940,114,0,2,2,0.0,CWE-264,CVE-2014-0181,15,before_change
14,509,74,1,2,1,0.07142857142857142,CWE-264,CVE-2014-1438,0,before_change
9,163,18,0,2,1,0.0,CWE-264,CVE-2015-8709,0,before_change
67,1984,231,17,2,2,0.2537313432835821,CWE-264,CVE-2015-8709,1,before_change
34,582,80,1,0,1,0.029411764705882353,CWE-264,CVE-2015-8709,2,before_change
56,1287,156,18,2,2,0.32142857142857145,CWE-264,CVE-2016-6786,0,before_change
41,982,112,14,2,2,0.34146341463414637,CWE-264,CVE-2016-6786,1,before_change
11,285,22,0,2,1,0.0,CWE-264,CVE-2016-6786,2,before_change
