cwe,cve_id,lines,chars,functions_detected,calls_detected,variables_detected,pointers_detected,arrays_detected,conditionals_detected,loops_detected,ast_success,vulnerability_indicators,indicator_count
CWE-20,CVE-2021-3655,47,1360,0,5,9,8,0,2,0,True,['pointer_operations'],1
CWE-20,CVE-2021-3655,170,5690,1,30,9,124,0,15,0,True,['pointer_operations'],1
CWE-20,CVE-2021-3655,10,300,1,0,2,12,0,0,0,True,['pointer_operations'],1
CWE-20,CVE-2021-3655,50,1532,1,16,7,29,0,3,0,True,['pointer_operations'],1
CWE-20,CVE-2021-3655,140,4376,1,18,6,57,0,17,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-20,CVE-2018-11232,67,1803,0,10,5,10,2,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2014-2523,91,2799,1,20,6,62,9,9,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2014-2523,41,1151,1,7,7,21,5,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2014-4611,110,2342,1,10,11,7,10,9,4,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-20,CVE-2019-9453,121,2774,1,31,11,10,0,19,1,True,"['unsafe_functions', 'pointer_operations']",2
CWE-20,CVE-2019-9453,58,1321,1,11,13,10,0,10,0,True,['pointer_operations'],1
CWE-20,CVE-2013-2897,138,3845,1,31,9,48,1,11,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2013-2897,32,830,1,1,4,24,2,4,1,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2013-2146,259,8067,1,41,1,110,7,12,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-20,CVE-2017-17862,288,7281,1,55,13,79,5,51,1,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2017-17862,130,3368,1,24,5,68,3,19,1,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-20,CVE-2020-12363,6,103,1,1,1,1,0,1,0,True,['pointer_operations'],1
CWE-20,CVE-2020-12363,16,532,1,7,2,2,6,0,1,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2020-12363,60,2192,1,18,4,46,2,1,1,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2020-12363,79,2395,1,24,4,59,6,8,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2020-12363,17,311,1,4,2,5,0,1,0,True,['pointer_operations'],1
CWE-20,CVE-2015-2672,32,782,1,1,4,0,1,0,0,True,['array_operations'],1
CWE-20,CVE-2015-2672,25,534,1,2,4,2,0,1,0,True,['pointer_operations'],1
CWE-20,CVE-2015-2672,24,507,1,1,4,1,0,0,0,True,['pointer_operations'],1
CWE-20,CVE-2016-2549,11,299,1,5,2,10,0,0,0,True,['pointer_operations'],1
CWE-20,CVE-2016-2549,6,142,1,1,2,3,0,0,0,True,['pointer_operations'],1
CWE-20,CVE-2016-5828,107,3005,1,11,3,64,6,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2019-9503,40,915,1,11,5,20,0,4,0,True,['pointer_operations'],1
CWE-20,CVE-2019-9503,21,528,1,8,5,3,0,3,0,True,['pointer_operations'],1
CWE-20,CVE-2019-9503,14,363,1,6,5,3,0,1,0,True,['pointer_operations'],1
CWE-20,CVE-2018-5391,192,4458,1,27,11,96,0,30,2,True,['pointer_operations'],1
CWE-20,CVE-2020-25643,56,1507,1,9,8,4,11,9,1,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-20,CVE-2017-18221,69,1883,1,21,6,12,4,5,2,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2017-14489,45,1056,1,8,3,18,0,5,2,True,['pointer_operations'],1
CWE-20,CVE-2018-18021,24,763,1,5,5,5,0,2,0,True,['pointer_operations'],1
CWE-20,CVE-2013-2888,25,610,0,2,3,13,3,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2013-4254,6,189,1,0,2,1,1,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2018-10087,38,814,1,6,3,8,0,5,0,True,['pointer_operations'],1
CWE-20,CVE-2017-1000252,79,2157,1,22,5,23,2,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2016-2548,12,373,1,3,1,9,0,1,0,True,['pointer_operations'],1
CWE-20,CVE-2016-2548,19,653,1,5,3,19,0,2,0,True,['pointer_operations'],1
CWE-20,CVE-2016-2548,44,1206,1,9,2,24,0,9,0,True,['pointer_operations'],1
CWE-20,CVE-2016-2548,61,1706,1,28,4,43,0,6,2,True,['pointer_operations'],1
CWE-20,CVE-2013-4270,20,697,1,8,7,7,0,2,0,True,['pointer_operations'],1
CWE-20,CVE-2017-17805,36,970,1,11,5,32,0,2,1,True,['pointer_operations'],1
CWE-20,CVE-2017-17805,36,970,1,11,5,32,0,2,1,True,['pointer_operations'],1
CWE-20,CVE-2018-14656,22,564,1,8,3,5,0,3,0,True,['pointer_operations'],1
CWE-20,CVE-2018-14656,9,253,1,3,2,4,0,0,0,True,['pointer_operations'],1
CWE-20,CVE-2014-3645,96,3156,1,24,5,6,0,5,0,True,['pointer_operations'],1
CWE-20,CVE-2016-6197,238,5877,1,63,17,28,0,46,0,True,['pointer_operations'],1
CWE-20,CVE-2016-6197,32,817,1,10,4,4,0,3,0,True,['pointer_operations'],1
CWE-20,CVE-2016-6162,118,3353,1,36,6,16,0,13,0,True,['pointer_operations'],1
CWE-20,CVE-2016-6162,97,2481,1,35,6,16,0,13,0,True,['pointer_operations'],1
CWE-20,CVE-2013-2898,22,601,1,6,5,12,2,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2017-9242,314,8409,1,47,24,99,1,38,1,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2016-9919,161,4058,1,41,14,80,0,16,0,True,['pointer_operations'],1
CWE-20,CVE-2016-8650,287,7033,1,46,8,31,7,43,2,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2015-8552,33,855,1,11,4,8,0,5,0,True,['pointer_operations'],1
CWE-20,CVE-2014-9584,291,7062,1,66,9,186,13,26,3,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2015-8844,148,5242,1,38,6,118,21,10,1,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2018-1000026,7,237,1,2,2,0,0,0,0,True,[],0
CWE-20,CVE-2013-1819,105,2588,0,27,9,46,2,7,2,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2015-7509,66,2209,1,34,4,29,0,7,0,True,['pointer_operations'],1
CWE-20,CVE-2013-1943,202,5159,1,24,7,92,15,31,4,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-20,CVE-2017-6345,58,1603,1,18,4,14,0,5,0,True,['pointer_operations'],1
CWE-20,CVE-2017-6345,10,239,1,2,4,3,0,0,0,True,['pointer_operations'],1
CWE-20,CVE-2013-1763,18,398,1,4,4,3,0,2,0,True,['pointer_operations'],1
CWE-20,CVE-2013-1828,58,1735,1,7,4,57,0,5,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-20,CVE-2017-15868,82,1900,1,31,7,41,0,5,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-20,CVE-2017-5123,31,846,0,12,3,19,0,4,0,True,['pointer_operations'],1
CWE-20,CVE-2017-5123,40,1029,0,13,3,20,0,6,0,True,['pointer_operations'],1
CWE-20,CVE-2014-0155,39,1181,1,4,2,46,1,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2012-6647,135,3761,1,26,8,47,0,14,0,True,['pointer_operations'],1
CWE-20,CVE-2013-0216,15,357,1,4,3,6,0,1,1,True,['pointer_operations'],1
CWE-20,CVE-2016-2143,17,570,1,4,2,21,0,0,0,True,['pointer_operations'],1
CWE-20,CVE-2016-2143,6,200,1,1,2,6,0,1,0,True,['pointer_operations'],1
CWE-20,CVE-2017-18509,145,3066,1,29,5,21,0,26,0,True,['pointer_operations'],1
CWE-20,CVE-2021-33098,89,2360,1,19,4,4,9,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2019-0147,75,2478,1,11,5,31,2,5,1,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2016-9191,27,596,1,11,6,5,0,3,1,True,['pointer_operations'],1
CWE-20,CVE-2020-12351,91,2168,1,15,4,27,1,13,0,True,"['pointer_operations', 'array_operations']",2
CWE-20,CVE-2013-4129,55,1257,1,15,8,47,0,7,1,True,['pointer_operations'],1
CWE-20,CVE-2013-4129,34,738,1,11,6,21,0,3,1,True,['pointer_operations'],1
CWE-20,CVE-2018-14619,16,506,1,8,8,7,0,0,0,True,['pointer_operations'],1
CWE-20,CVE-2013-2140,29,764,1,5,5,18,0,3,0,True,['pointer_operations'],1
CWE-20,CVE-2019-11085,26,738,1,3,4,8,0,4,0,True,['pointer_operations'],1
CWE-264,CVE-2014-0181,47,1028,1,4,7,10,2,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2014-0181,58,1238,1,12,6,7,0,7,0,True,['pointer_operations'],1
CWE-264,CVE-2014-0181,29,841,1,10,7,9,0,2,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-264,CVE-2014-0181,199,4415,1,33,18,31,22,45,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2014-0181,130,2868,1,13,10,23,0,24,0,True,['pointer_operations'],1
CWE-264,CVE-2014-0181,43,984,1,4,6,13,2,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2014-0181,104,2306,1,18,9,48,0,16,0,True,['pointer_operations'],1
CWE-264,CVE-2014-0181,63,1401,1,16,8,15,2,16,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2014-0181,33,756,1,9,4,13,0,5,0,True,['pointer_operations'],1
CWE-264,CVE-2014-0181,24,566,1,8,6,6,0,4,0,True,['pointer_operations'],1
CWE-264,CVE-2014-0181,40,840,1,6,4,10,0,4,0,True,['pointer_operations'],1
CWE-264,CVE-2014-0181,57,1307,1,16,8,17,10,12,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-264,CVE-2014-0181,35,810,1,13,7,21,2,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2014-0181,74,1506,1,9,3,19,0,10,1,True,['pointer_operations'],1
CWE-264,CVE-2014-0181,14,316,1,4,2,4,0,2,0,True,['pointer_operations'],1
CWE-264,CVE-2014-0181,43,940,1,10,9,12,4,6,1,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2014-1438,14,509,1,1,1,6,1,0,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2015-8709,9,163,1,6,1,1,0,0,0,True,['pointer_operations'],1
CWE-264,CVE-2015-8709,67,1984,1,22,4,14,0,7,0,True,['pointer_operations'],1
CWE-264,CVE-2015-8709,34,582,0,7,3,9,0,4,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-264,CVE-2016-6786,56,1287,1,7,3,18,0,6,0,True,['pointer_operations'],1
CWE-264,CVE-2016-6786,41,982,1,6,3,13,0,4,0,True,['pointer_operations'],1
CWE-264,CVE-2016-6786,11,285,1,4,1,6,0,0,0,True,['pointer_operations'],1
CWE-264,CVE-2016-6786,11,283,1,4,1,6,0,0,0,True,['pointer_operations'],1
CWE-264,CVE-2016-6786,12,333,1,6,2,8,0,0,0,True,['pointer_operations'],1
CWE-264,CVE-2016-6786,49,1160,1,9,9,13,7,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-6786,15,445,1,6,3,9,0,0,0,True,['pointer_operations'],1
CWE-264,CVE-2016-6786,13,268,1,3,1,4,0,1,0,True,['pointer_operations'],1
CWE-264,CVE-2016-6786,285,6606,0,64,12,56,0,40,0,True,['pointer_operations'],1
CWE-264,CVE-2016-6786,7,183,1,1,4,1,0,0,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3857,26,692,1,8,2,7,2,3,1,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-3857,38,965,1,10,4,13,3,4,1,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-3841,46,1152,1,16,9,28,0,2,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3841,161,3965,1,31,14,77,1,32,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-3841,31,874,0,11,6,21,0,2,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3841,187,4459,1,32,12,119,2,24,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-3841,25,438,1,8,4,7,0,3,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3841,164,3906,1,30,10,107,2,27,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-3841,25,568,1,10,5,8,0,1,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3841,71,1874,0,22,6,37,0,20,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3841,157,3810,1,27,12,91,2,21,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-3841,201,5295,0,63,14,87,0,16,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-264,CVE-2016-3841,37,895,1,12,5,25,0,2,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3841,149,3979,0,39,12,62,0,11,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-264,CVE-2016-3841,27,783,0,9,7,16,0,1,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3841,734,15410,1,85,21,181,0,114,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3841,17,496,0,6,3,10,0,2,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3841,34,894,1,9,10,15,0,3,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3841,339,6886,1,51,12,144,0,44,0,True,['pointer_operations'],1
CWE-264,CVE-2014-4014,12,284,1,4,3,3,0,3,0,True,['pointer_operations'],1
CWE-264,CVE-2014-4014,26,743,1,5,4,20,0,7,0,True,['pointer_operations'],1
CWE-264,CVE-2014-4014,261,7059,1,58,8,69,0,33,0,True,['pointer_operations'],1
CWE-264,CVE-2014-4014,8,186,1,3,1,1,0,2,0,True,['pointer_operations'],1
CWE-264,CVE-2014-4014,39,906,1,6,1,2,0,9,0,True,['pointer_operations'],1
CWE-264,CVE-2014-4014,51,1354,1,14,4,12,0,11,0,True,['pointer_operations'],1
CWE-264,CVE-2015-1593,10,227,1,0,1,2,0,1,0,True,['pointer_operations'],1
CWE-264,CVE-2015-1593,15,425,1,3,1,2,0,1,0,True,['pointer_operations'],1
CWE-264,CVE-2015-9016,11,332,0,2,3,4,1,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2015-9016,21,566,1,4,6,14,1,1,2,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2015-9016,50,1524,1,11,9,20,1,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2015-9016,41,1173,1,6,5,21,1,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-9644,27,537,1,1,3,4,0,0,2,True,['pointer_operations'],1
CWE-264,CVE-2016-9644,41,1077,1,17,2,12,0,5,0,True,['pointer_operations'],1
CWE-264,CVE-2016-9644,57,1694,1,9,3,14,0,5,0,True,['pointer_operations'],1
CWE-264,CVE-2016-9644,28,634,1,5,3,4,0,5,0,True,['pointer_operations'],1
CWE-264,CVE-2016-9644,80,1992,1,13,2,13,0,7,0,True,['pointer_operations'],1
CWE-264,CVE-2016-9644,20,383,1,2,2,4,0,2,0,True,['pointer_operations'],1
CWE-264,CVE-2016-9644,89,1892,1,24,3,20,5,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2013-1979,9,317,1,3,3,10,0,3,0,True,['pointer_operations'],1
CWE-264,CVE-2015-9004,101,2168,1,18,3,53,0,13,0,True,['pointer_operations'],1
CWE-264,CVE-2014-8133,25,694,1,2,6,0,0,3,0,True,[],0
CWE-264,CVE-2014-8133,31,637,1,4,2,5,0,6,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3157,8,227,1,1,0,2,0,1,0,True,['pointer_operations'],1
CWE-264,CVE-2016-3157,171,5737,0,29,8,33,0,11,0,True,['pointer_operations'],1
CWE-264,CVE-2016-10200,58,1511,1,17,5,25,0,8,0,True,['pointer_operations'],1
CWE-264,CVE-2016-10200,101,2452,1,25,8,30,0,13,0,True,['pointer_operations'],1
CWE-264,CVE-2016-4997,90,2411,1,18,11,37,6,10,1,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-4997,90,2398,1,18,11,37,6,10,1,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-4997,54,1494,1,6,6,11,6,8,1,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-4997,55,1465,1,6,6,11,6,8,1,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2016-8632,100,2540,1,22,11,54,6,13,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-264,CVE-2016-8632,39,843,1,11,5,12,0,3,0,True,['pointer_operations'],1
CWE-264,CVE-2015-8955,27,670,1,6,3,7,0,3,0,True,['pointer_operations'],1
CWE-264,CVE-2013-4299,25,508,1,2,4,4,0,2,1,True,['pointer_operations'],1
CWE-264,CVE-2016-9120,103,2152,1,24,9,38,0,13,0,True,['pointer_operations'],1
CWE-264,CVE-2016-9120,11,235,1,3,2,7,0,0,0,True,['pointer_operations'],1
CWE-264,CVE-2016-9120,13,300,0,5,2,6,0,2,0,True,['pointer_operations'],1
CWE-264,CVE-2016-9120,17,392,1,7,2,7,0,1,0,True,['pointer_operations'],1
CWE-264,CVE-2014-9870,115,2494,1,22,2,8,0,3,0,True,['pointer_operations'],1
CWE-264,CVE-2014-9870,9,211,1,1,2,3,1,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2014-9870,155,4496,1,36,9,46,0,15,1,True,['pointer_operations'],1
CWE-264,CVE-2014-9870,32,887,1,8,3,18,0,3,0,True,['pointer_operations'],1
CWE-264,CVE-2016-10044,8,263,0,1,4,1,0,0,0,True,['pointer_operations'],1
CWE-264,CVE-2013-6431,138,3075,1,25,10,67,0,18,0,True,['pointer_operations'],1
CWE-264,CVE-2014-9888,12,370,0,4,5,1,0,1,0,True,['pointer_operations'],1
CWE-264,CVE-2014-9888,12,360,0,4,5,1,0,1,0,True,['pointer_operations'],1
CWE-264,CVE-2016-10318,21,567,1,4,2,7,0,5,0,True,['pointer_operations'],1
CWE-264,CVE-2015-2686,42,941,0,6,1,20,0,5,0,True,['pointer_operations'],1
CWE-264,CVE-2015-2686,42,1073,0,6,1,18,0,6,0,True,['pointer_operations'],1
CWE-264,CVE-2016-4440,6,177,1,3,2,0,0,0,0,True,[],0
CWE-264,CVE-2016-4440,209,5594,1,70,1,8,1,33,2,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-264,CVE-2016-4440,20,499,1,5,2,2,0,4,0,True,['pointer_operations'],1
CWE-264,CVE-2013-1858,395,10545,0,113,3,181,0,45,0,True,['pointer_operations'],1
CWE-264,CVE-2013-1858,27,615,1,8,4,4,0,4,0,True,['pointer_operations'],1
CWE-264,CVE-2013-1858,113,2540,0,16,7,14,0,21,0,True,['pointer_operations'],1
CWE-264,CVE-2012-2319,82,2244,1,24,5,43,0,11,0,True,['pointer_operations'],1
CWE-264,CVE-2012-2319,120,3035,1,33,6,69,0,23,1,True,"['unsafe_functions', 'pointer_operations']",2
CWE-264,CVE-2012-2313,59,1438,1,15,5,19,1,1,1,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2013-4300,19,678,1,15,4,14,0,2,0,True,['pointer_operations'],1
CWE-264,CVE-2013-1957,16,358,1,5,3,0,0,3,0,True,[],0
CWE-264,CVE-2014-8989,6,123,1,2,1,0,0,0,0,True,[],0
CWE-264,CVE-2015-8966,50,1142,1,6,2,23,0,5,0,True,['pointer_operations'],1
CWE-264,CVE-2013-1774,55,1557,1,21,3,28,0,6,2,True,['pointer_operations'],1
CWE-264,CVE-2016-6187,74,1948,1,17,6,10,2,14,0,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2013-0914,13,315,1,1,2,12,1,1,1,True,"['pointer_operations', 'array_operations']",2
CWE-264,CVE-2013-4470,54,1582,1,12,7,15,0,2,0,True,['pointer_operations'],1
CWE-264,CVE-2014-9922,114,2923,0,30,8,48,0,11,0,True,['pointer_operations'],1
CWE-264,CVE-2014-9922,161,4011,1,48,6,84,0,19,0,True,['pointer_operations'],1
CWE-264,CVE-2013-1956,35,816,1,7,5,10,0,3,0,True,['pointer_operations'],1
CWE-264,CVE-2014-8159,149,3392,0,32,7,38,2,17,1,True,"['pointer_operations', 'array_operations']",2
CWE-362,CVE-2012-3552,67,1744,1,25,5,44,0,6,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,28,714,1,17,2,15,0,2,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,37,1048,1,13,4,34,6,7,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-362,CVE-2012-3552,218,4588,1,45,9,57,0,26,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-362,CVE-2012-3552,112,3110,0,37,13,68,0,11,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,153,3407,1,22,7,63,3,19,0,True,"['pointer_operations', 'array_operations']",2
CWE-362,CVE-2012-3552,84,2202,1,26,6,45,0,9,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,49,1179,0,18,7,13,0,4,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,18,388,0,5,5,3,0,3,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,40,1018,1,9,3,17,0,4,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,44,1087,1,8,5,19,0,4,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,119,2758,1,16,6,56,19,19,2,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-362,CVE-2012-3552,166,4526,0,54,12,96,0,13,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-362,CVE-2012-3552,227,5313,1,47,15,95,0,42,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,39,927,1,6,7,27,0,5,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-362,CVE-2012-3552,100,2379,1,24,10,27,0,13,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,83,2235,0,31,10,34,0,8,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,95,2439,1,18,6,47,0,12,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,11,277,1,2,3,4,0,1,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,18,454,1,3,4,8,0,2,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,68,1994,1,11,8,15,0,6,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-362,CVE-2012-3552,47,1140,1,16,7,34,0,6,0,True,['pointer_operations'],1
CWE-362,CVE-2012-3552,524,11913,1,64,13,155,2,92,1,True,"['pointer_operations', 'array_operations']",2
CWE-362,CVE-2019-19537,58,1459,1,14,4,22,3,6,1,True,"['pointer_operations', 'array_operations']",2
CWE-362,CVE-2019-19537,17,407,1,6,2,11,1,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-362,CVE-2020-29369,108,2765,1,15,8,13,0,16,1,True,['pointer_operations'],1
CWE-362,CVE-2020-29369,26,659,1,4,5,14,0,3,1,True,['pointer_operations'],1
CWE-362,CVE-2021-4203,79,2014,1,19,2,60,2,2,0,True,"['pointer_operations', 'array_operations']",2
CWE-362,CVE-2021-4203,8,215,1,5,1,5,0,1,0,True,['pointer_operations'],1
CWE-362,CVE-2022-41849,25,674,1,6,2,8,0,1,0,True,['pointer_operations'],1
CWE-362,CVE-2022-41849,38,959,1,4,3,12,0,4,0,True,['pointer_operations'],1
CWE-362,CVE-2014-4652,8,234,1,1,3,5,0,0,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-362,CVE-2014-4652,32,799,1,6,5,11,0,7,0,True,['pointer_operations'],1
CWE-362,CVE-2014-4652,89,2580,1,29,5,45,0,16,0,True,['pointer_operations'],1
CWE-362,CVE-2020-29370,60,1413,1,20,4,7,6,4,2,True,"['pointer_operations', 'array_operations']",2
CWE-362,CVE-2021-23133,24,576,1,9,2,7,0,2,0,True,['pointer_operations'],1
CWE-362,CVE-2021-23133,153,4360,1,19,3,118,0,3,0,True,['pointer_operations'],1
CWE-362,CVE-2021-23133,76,2262,1,31,7,24,0,4,0,True,['pointer_operations'],1
CWE-362,CVE-2021-20261,27,639,1,6,1,11,0,3,0,True,['pointer_operations'],1
CWE-362,CVE-2021-20261,22,615,1,10,2,12,0,3,0,True,['pointer_operations'],1
CWE-362,CVE-2020-29372,97,2148,1,15,4,25,0,18,1,True,['pointer_operations'],1
CWE-362,CVE-2022-45869,63,1768,1,14,5,21,0,6,0,True,['pointer_operations'],1
CWE-362,CVE-2022-45869,59,1218,1,17,3,21,0,10,0,True,['pointer_operations'],1
CWE-362,CVE-2020-27067,5,130,1,2,0,1,0,0,0,True,['pointer_operations'],1
CWE-362,CVE-2020-27067,21,367,1,4,1,2,0,2,0,True,['pointer_operations'],1
CWE-362,CVE-2021-44733,14,400,1,2,1,2,0,1,0,True,['pointer_operations'],1
CWE-362,CVE-2021-44733,5,104,1,1,1,2,0,1,0,True,['pointer_operations'],1
CWE-362,CVE-2021-44733,123,2728,0,35,7,58,2,16,1,True,"['pointer_operations', 'array_operations']",2
CWE-362,CVE-2021-44733,13,232,1,3,1,4,0,2,0,True,['pointer_operations'],1
CWE-362,CVE-2021-44733,18,417,0,6,3,10,0,3,0,True,['pointer_operations'],1
CWE-362,CVE-2019-18683,101,3280,1,14,2,40,0,6,1,True,['pointer_operations'],1
CWE-362,CVE-2019-18683,65,1894,1,23,5,71,0,5,3,True,['pointer_operations'],1
CWE-362,CVE-2019-18683,87,2763,1,11,2,24,0,6,1,True,['pointer_operations'],1
CWE-362,CVE-2019-18683,24,634,1,9,3,22,0,1,1,True,['pointer_operations'],1
CWE-362,CVE-2019-18683,98,3172,1,11,2,38,0,7,1,True,['pointer_operations'],1
CWE-362,CVE-2019-18683,65,1894,1,23,5,71,0,5,3,True,['pointer_operations'],1
CWE-362,CVE-2014-9529,38,888,1,15,2,32,0,3,1,True,['pointer_operations'],1
CWE-362,CVE-2016-2069,18,396,1,10,2,3,0,3,0,True,['pointer_operations'],1
CWE-362,CVE-2016-2069,13,365,1,10,1,1,0,1,0,True,['pointer_operations'],1
CWE-362,CVE-2016-2069,65,1989,1,24,4,10,0,3,0,True,['pointer_operations'],1
CWE-362,CVE-2016-8655,150,3606,1,41,9,82,0,28,0,True,['pointer_operations'],1
CWE-362,CVE-2016-8655,212,4109,1,21,5,55,0,41,0,True,['pointer_operations'],1
CWE-362,CVE-2023-6546,45,1189,1,17,4,33,4,4,1,True,"['pointer_operations', 'array_operations']",2
CWE-362,CVE-2021-39686,19,582,1,13,2,14,0,2,0,True,['pointer_operations'],1
CWE-362,CVE-2021-39686,738,23754,1,156,37,344,0,66,2,True,"['buffer_variables', 'pointer_operations']",2
CWE-362,CVE-2020-29368,44,1666,1,14,4,11,0,4,0,True,['pointer_operations'],1
CWE-362,CVE-2015-3212,25,663,1,6,3,13,0,6,0,True,['pointer_operations'],1
CWE-362,CVE-2015-3212,75,2056,1,30,7,16,0,5,0,True,['pointer_operations'],1
CWE-362,CVE-2015-3212,137,3913,1,14,3,97,0,3,0,True,['pointer_operations'],1
